block_time,block_number,from,to,network,token,contract,value,hash
2023-08-27 16:03:27.000 UTC,2.1096745e+07,0xf7c79d5f3b77193aafc74a5b0ff3f1db18ae47b1,0x20326eb316afd6faf15b07793adf6f1f5e46571b,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,4.465429489078078,0x7284bb6f708d2e708cbfedc4bf08e94f53c8f954e758424a0630cbe351e74281
2023-08-15 06:14:11.000 UTC,2.0882317e+07,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,0xd21680c40a32d99477bbf60db65de4d0c8486ce2,Celo,ERC20,0x471ece3750da237f93b8e339c536989b8978a438,182.95139235057766,0x368b275ba4af364ddda42109cdcac2cb1dcfac2153d1c66f00a8efac7ad2b060
2023-08-15 06:14:11.000 UTC,2.0882317e+07,0xd21680c40a32d99477bbf60db65de4d0c8486ce2,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,Celo,ERC20,0x62b8b11039fcfe5ab0c56e502b1c372a3d2a9c7a,500000,0x368b275ba4af364ddda42109cdcac2cb1dcfac2153d1c66f00a8efac7ad2b060
2023-08-06 08:44:19.000 UTC,2.0728601e+07,0x43c146f15f353a7204eaaa61b7128bbc38a74405,0xc366422dc9bd483e641adf42131bdfd5daec8534,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,1816.1394149378636,0x8c8c9163b76de3c3a975aca018dadc6ee793328e9d2ee539e62eebc338f9f904
2023-07-29 02:55:57.000 UTC,2.0586198e+07,0x626ae4a918baf6e26f3b3e6b7cf97eec404ffc8b,0xed8477074529478064ff1ada1bbdb85075a43b57,Celo,ERC20,0x765de816845861e75a25fca122bb6898b8b1282a,1,0xcbeab25c836eb5d351ae0884add23d998d1d0d7d1d7b780ab7715b710eaa43bc
2023-07-29 02:51:17.000 UTC,2.0586142e+07,0x64163f1527513979b643859a84c67addd6f0e137,0xed8477074529478064ff1ada1bbdb85075a43b57,Celo,ERC20,0x765de816845861e75a25fca122bb6898b8b1282a,1.0000000001511424,0x3d9cedc2885110de956b2be66a7dd94ce00a5e033603f28cc0ef8d8cbd255d07
2023-07-28 16:01:07.000 UTC,2.057834e+07,0x24a000804704b9557466382a806b6baa31cf574c,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,Celo,ERC20,0x73a210637f6f6b7005512677ba6b3c96bb4aa44b,31331.60649592731,0x82cbb469ab3736d3efb0b8d6603303135539a4aa4b40f18a3470bda71eaf8005
2023-07-27 18:32:27.000 UTC,2.0562876e+07,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,0x24a000804704b9557466382a806b6baa31cf574c,Celo,ERC20,0x73a210637f6f6b7005512677ba6b3c96bb4aa44b,31331.60649592731,0xf42b1943ad389979d3065d7861cb8858c19b9122d8d724615a16b97b866ed2a8
2023-07-24 13:10:17.000 UTC,2.0507172e+07,0xf7c79d5f3b77193aafc74a5b0ff3f1db18ae47b1,0x20326eb316afd6faf15b07793adf6f1f5e46571b,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,25.46542948907808,0x1dc55b617e8aab3e4eac4f5c627c03c72cd8201dc05a8ef9376b866bdb7780a8
2023-07-22 18:06:12.000 UTC,2.0476164e+07,0xf7c79d5f3b77193aafc74a5b0ff3f1db18ae47b1,0x20326eb316afd6faf15b07793adf6f1f5e46571b,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,25.46542948907808,0x7f55e0877252e93409460ebc607ee9ba0acf9915cae2b8dd778d8137a6691f05
2023-07-16 11:18:09.000 UTC,2.03676e+07,0x4d8f19cc47dd3faf736e0dca8098ffc1875b976b,0xc830e01fc2a6c7d83674fa9c5ea6a3be51abfd3d,Celo,ERC20,0xd15ec721c2a896512ad29c671997dd68f9593226,0.1569272129856909,0xbef0c88e92dfe4f59613f52320fff6be6c2db5d8589217f3b04e17f6531fee85
2023-07-15 11:57:34.000 UTC,2.0350793e+07,0x37bb0d2046b23a1fc3dc64140edfe89ef95b68c1,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,Celo,ERC20,0x62b8b11039fcfe5ab0c56e502b1c372a3d2a9c7a,61.352574376502,0x837aef0a403a48ddb15990eb994d917c51600d4341c0e8776e8203f7b64997d7
2023-07-15 04:07:28.000 UTC,2.0345152e+07,0xf7c79d5f3b77193aafc74a5b0ff3f1db18ae47b1,0x20326eb316afd6faf15b07793adf6f1f5e46571b,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,20.46542948907808,0x04d85dd56a47447604c0eb60ae2e044df9e365d633b5fc238e312032d0c2adfe
2023-07-12 17:13:01.000 UTC,2.030274e+07,0x20326eb316afd6faf15b07793adf6f1f5e46571b,0xf7c79d5f3b77193aafc74a5b0ff3f1db18ae47b1,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,51.465429489078076,0x138deee6f63ff5d7bc67b2d6f4d4bea3060eef17615d21f6384954a65e3ffeea
2023-07-12 09:23:59.000 UTC,2.0297112e+07,0x37bb0d2046b23a1fc3dc64140edfe89ef95b68c1,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,Celo,ERC20,0x62b8b11039fcfe5ab0c56e502b1c372a3d2a9c7a,993.6049243198402,0x04a96a0a4703734ec3f125f451fdfbeed7e47226bbc026967144aa944cb7b244
2023-07-12 09:17:59.000 UTC,2.029704e+07,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,0x37bb0d2046b23a1fc3dc64140edfe89ef95b68c1,Celo,ERC20,0x62b8b11039fcfe5ab0c56e502b1c372a3d2a9c7a,2929.358934476086,0x150a15415ae943a4edbc8d64a63586f840c5a725cb2b2c357452f228cdcd8754
2023-07-03 17:25:59.000 UTC,2.0147377e+07,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,0xd21680c40a32d99477bbf60db65de4d0c8486ce2,Celo,ERC20,0x471ece3750da237f93b8e339c536989b8978a438,124.99514358846683,0xaae703df0507e53324fe9617e4d9d1e657e6eb517d15c3af4b128865bf0322a2
2023-07-03 17:25:59.000 UTC,2.0147377e+07,0xd21680c40a32d99477bbf60db65de4d0c8486ce2,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,Celo,ERC20,0x62b8b11039fcfe5ab0c56e502b1c372a3d2a9c7a,480000,0xaae703df0507e53324fe9617e4d9d1e657e6eb517d15c3af4b128865bf0322a2
2023-07-03 17:11:59.000 UTC,2.0147209e+07,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,0x24a000804704b9557466382a806b6baa31cf574c,Celo,ERC20,0x918146359264c492bd6934071c6bd31c854edbc3,0.06354619954046209,0x07112b299d33f75e5ed53e8d349fa2f01bad703fd6fa628232c6c31a44244ea4
2023-07-03 13:30:49.000 UTC,2.0144555e+07,0xafa45d01e0da44f3b6be8422220de3ed1370b097,0x20492e47a6de7b90642866a41b1ea7ce814d29ce,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,1.0811619528920322,0x5649cac39c84b3c057bd364cd508349d4d1c6c39dbf7629f8d91da0d0ba0ad1e
2023-07-03 13:22:19.000 UTC,2.0144453e+07,0x04094af24cd5b200385306ace1658da5142544df,0x3fe0ce9d494cd0b6164dd0e7cd1a7bdef48ca915,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,1.0811619528920322,0xd010097615f2ff0aedb0653c6b224a23dd2818bbf1c32be96350af5d0b99d13b
2023-07-01 16:57:49.000 UTC,2.0112479e+07,0xf7c79d5f3b77193aafc74a5b0ff3f1db18ae47b1,0x20326eb316afd6faf15b07793adf6f1f5e46571b,Celo,ERC20,0xc16b81af351ba9e64c1a069e3ab18c244a1e3049,16,0xb24ed4b66ebdae33c68ddfa6997c38ad58cb6a29f544afb70ab6c57b65441f37
2023-06-28 03:48:14.000 UTC,2.0051164e+07,0x2f2dd99235cb728fc79af575f1325eaa270f0c99,0xceb2699242dc52f8dcd2cfdf8892dc87c150784d,Celo,ERC20,0xc9baa8cfdde8e328787e29b4b078abf2dadc2055,2.3572023200654466,0x6f50b9903ca5b8ee0809d29941addda51c6446e8aa1156b0ec0208fb2d9ad075
