block_time,block_number,from,to,network,token,contract,value,hash
2023-08-26 20:00:30.000 UTC,2.9660683e+07,0x36a04b0d041338fd5a1085e52d6867fa979c83fd,0x9fd1d4893921117e0dc3b75fea17044ef82f68d7,Gnosis,ERC721,0x0f38f41cd7ef4793412c58263c7dc54dbd807f73,0.0,0x2e85fb99b5f8e8dc79a6935eca14d350be8185693965416d0a065c21e1e81be0
2023-08-19 22:37:35.000 UTC,2.9545765e+07,0xc01b379a08abdedb1bb176213d426832754bc11f,0x609940d67ea1b4f904115419c76a6c23f80e558d,Gnosis,ERC721,0x0f38f41cd7ef4793412c58263c7dc54dbd807f73,0.0,0xc2456215175288c510961ff7430e9c33559f83f7b6d308bbedb4df0e81db7b90
2023-08-18 03:41:40.000 UTC,2.9516269e+07,0x9fd1d4893921117e0dc3b75fea17044ef82f68d7,0x609940d67ea1b4f904115419c76a6c23f80e558d,Gnosis,ERC721,0x0f38f41cd7ef4793412c58263c7dc54dbd807f73,0.0,0xfde146bb197639a32f24b8cb1955ec1c5d7e3cd75f5e6e4b7901a2c74efa97ac
2023-08-12 08:33:00.000 UTC,2.9421966e+07,0x7290ac43c0f50e18b7059f11dd1973028d9b67d6,0x68236e5032c51022fc73d607ff5b81b969a95de1,Gnosis,ERC721,POAP,0.0,0xc4fbfca354ca9ca6ccd07f99d1037e77ac5d3d48921290c3e06d1bbde0baf8e1
2023-08-10 14:08:05.000 UTC,2.9393348e+07,0xf6b34d4e79a33a7bf8326c4c57748ddee905380c,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,POAP,0.0,0x5002a50b32b87fdb42d1554954b4f379f2053ab4793c0d762d73326fbccee627
2023-08-10 13:50:40.000 UTC,2.9393147e+07,0x9e776a6ae06d886c1029bb85558b53d73b4005b1,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,POAP,0.0,0x7a400b9e479413f3c85bc3574dbf856a51a107361cd9a7839770e9d4c388d372
2023-08-10 13:50:10.000 UTC,2.9393141e+07,0xf6b34d4e79a33a7bf8326c4c57748ddee905380c,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,POAP,0.0,0xab60b2f0ed8485a686064c45eeb2dd1b30b43645f2f88cb2a45d3179756a2484
2023-08-10 13:42:40.000 UTC,2.9393055e+07,0x36a04b0d041338fd5a1085e52d6867fa979c83fd,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,0x79352848a796b35df3d6f4e07c8d78ed069183ef,0.0,0x8fa9ec6b57fd337c5ad8237c1ee86de98ff4ad5ada77cc2585f9ce819b0e2d06
2023-08-10 13:42:30.000 UTC,2.9393053e+07,0x36a04b0d041338fd5a1085e52d6867fa979c83fd,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,0x79352848a796b35df3d6f4e07c8d78ed069183ef,0.0,0x32e8944685e2ac57456b18f5ec610a6b86914647b7ef038c42c063e3c2cf2d73
2023-08-10 13:42:20.000 UTC,2.9393051e+07,0x36a04b0d041338fd5a1085e52d6867fa979c83fd,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,0x79352848a796b35df3d6f4e07c8d78ed069183ef,0.0,0xdb3e662e7742dc51fd3979b98c9ae390b5dd4c5c7473e4821e0dd2776906c459
2023-08-10 13:42:10.000 UTC,2.9393049e+07,0x36a04b0d041338fd5a1085e52d6867fa979c83fd,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,0x79352848a796b35df3d6f4e07c8d78ed069183ef,0.0,0xd32f4ff599335cceb01d67c494701bfd9d81dec6df3a58e6753c130aa9b8d588
2023-08-10 13:40:20.000 UTC,2.9393028e+07,0x36a04b0d041338fd5a1085e52d6867fa979c83fd,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,0x79352848a796b35df3d6f4e07c8d78ed069183ef,0.0,0xe26fed9dceace56c08c01b555b997d0c3c1a3a7d26dd7803c54a5b07f4116085
2023-08-10 13:39:40.000 UTC,2.9393022e+07,0x36a04b0d041338fd5a1085e52d6867fa979c83fd,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,0x79352848a796b35df3d6f4e07c8d78ed069183ef,0.0,0xbe5f40f07fac9cb59321fb483f5ab348c23015cd85ef1406694fb75d42f8bee2
2023-08-10 13:39:30.000 UTC,2.939302e+07,0x36a04b0d041338fd5a1085e52d6867fa979c83fd,0xde9bd675f971bcd7b9cbee49a0c58c359488a540,Gnosis,ERC721,0x79352848a796b35df3d6f4e07c8d78ed069183ef,0.0,0x5aba4157c8d0b07eca6f8f06386e53e3c17d1ff6614a4e1ccdf4cb3c5f2c3fb5
